"country","year","month","sum"
"Pakistan",2013,7,4
"Sudan",2013,7,4
"Congo",2013,7,3
"India",2013,7,3
"Iraq",2013,7,3
"Libya",2013,7,3
"Mali",2013,7,3
"Somalia",2013,7,3
"Turkey",2013,7,3
"Australia",2013,7,3
"Iran",2013,7,3
"United States",2013,7,3
"Afghanistan",2013,7,2
"Colombia",2013,7,2
"Cote d'Ivoire",2013,7,2
"Egypt",2013,7,2
"Greece",2013,7,2
"Indonesia",2013,7,2
"Kenya",2013,7,2
"Kyrgyzstan",2013,7,2
"Lebanon",2013,7,2
"Myanmar",2013,7,2
"Nigeria",2013,7,2
"Peru",2013,7,2
"Philippines",2013,7,2
"Sri Lanka",2013,7,2
"Syria",2013,7,2
"Thailand",2013,7,2
"Uganda",2013,7,2
"Yemen",2013,7,2
"Algeria",2013,7,1
"Armenia",2013,7,1
"Azerbaijan",2013,7,1
"Bahrain",2013,7,1
"Bangladesh",2013,7,1
"Bolivia",2013,7,1
"Brazil",2013,7,1
"Bulgaria",2013,7,1
"Central African Republic",2013,7,1
"Chile",2013,7,1
"China",2013,7,1
"Ethiopia",2013,7,1
"Guinea",2013,7,1
"Haiti",2013,7,1
"Israel",2013,7,1
"Japan",2013,7,1
"Mauritania",2013,7,1
"Mexico",2013,7,1
"Mozambique",2013,7,1
"Nepal",2013,7,1
"Niger",2013,7,1
"North Korea",2013,7,1
"Russia",2013,7,1
"Rwanda",2013,7,1
"Senegal",2013,7,1
"South Korea",2013,7,1
"Togo",2013,7,1
"Tunisia",2013,7,1
"Ukraine",2013,7,1
"United Kingdom",2013,7,1
"Uzbekistan",2013,7,1
"Albania",2013,7,0
"Angola",2013,7,0
"Argentina",2013,7,0
"Australia",2013,7,0
"Austria",2013,7,0
"Bahamas",2013,7,0
"Barbados",2013,7,0
"Belarus",2013,7,0
"Belgium",2013,7,0
"Belize",2013,7,0
"Benin",2013,7,0
"Bhutan",2013,7,0
"Bosnia and Herzegovina",2013,7,0
"Botswana",2013,7,0
"Burkina Faso",2013,7,0
"Burundi",2013,7,0
"Cambodia",2013,7,0
"Cameroon",2013,7,0
"Canada",2013,7,0
"Cape Verde",2013,7,0
"Chad",2013,7,0
"Comoros",2013,7,0
"Costa Rica",2013,7,0
"Croatia",2013,7,0
"Cuba",2013,7,0
"Cyprus",2013,7,0
"Czech Republic",2013,7,0
"Denmark",2013,7,0
"Djibouti",2013,7,0
"Dominican Republic",2013,7,0
"Ecuador",2013,7,0
"El Salvador",2013,7,0
"Equatorial Guinea",2013,7,0
"Eritrea",2013,7,0
"Estonia",2013,7,0
"Fiji",2013,7,0
"Finland",2013,7,0
"France",2013,7,0
"Gabon",2013,7,0
"Gambia",2013,7,0
"Georgia",2013,7,0
"Germany",2013,7,0
"Ghana",2013,7,0
"Guatemala",2013,7,0
"Guinea-Bissau",2013,7,0
"Guyana",2013,7,0
"Honduras",2013,7,0
"Hungary",2013,7,0
"Iceland",2013,7,0
"Ireland",2013,7,0
"Italy",2013,7,0
"Jamaica",2013,7,0
"Jordan",2013,7,0
"Kazakhstan",2013,7,0
"Kuwait",2013,7,0
"Laos",2013,7,0
"Latvia",2013,7,0
"Lesotho",2013,7,0
"Liberia",2013,7,0
"Lithuania",2013,7,0
"Luxembourg",2013,7,0
"Madagascar",2013,7,0
"Malawi",2013,7,0
"Malaysia",2013,7,0
"Mauritius",2013,7,0
"Mongolia",2013,7,0
"Morocco",2013,7,0
"Namibia",2013,7,0
"Netherlands",2013,7,0
"New Zealand",2013,7,0
"Nicaragua",2013,7,0
"Norway",2013,7,0
"Oman",2013,7,0
"Panama",2013,7,0
"Papua New Guinea",2013,7,0
"Paraguay",2013,7,0
"Poland",2013,7,0
"Portugal",2013,7,0
"Qatar",2013,7,0
"Romania",2013,7,0
"Sao Tome and Principe",2013,7,0
"Saudi Arabia",2013,7,0
"Seychelles",2013,7,0
"Sierra Leone",2013,7,0
"Singapore",2013,7,0
"Slovakia",2013,7,0
"Slovenia",2013,7,0
"Solomon Islands",2013,7,0
"South Africa",2013,7,0
"Spain",2013,7,0
"Suriname",2013,7,0
"Swaziland",2013,7,0
"Sweden",2013,7,0
"Switzerland",2013,7,0
"Tajikistan",2013,7,0
"Trinidad and Tobago",2013,7,0
"Turkmenistan",2013,7,0
"United Arab Emirates",2013,7,0
"Uruguay",2013,7,0
"Venezuela",2013,7,0
"Vietnam",2013,7,0
"Zambia",2013,7,0
"Zimbabwe",2013,7,0
